project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude
HIGHLAND CONDOMINIUM,91B HIGHLAND ROAD HIGHLAND CONDOMINIUM SINGAPORE 549170,10928.57142857143,11568.6910370091,private,103.8799864049812,1.3594253810959056
LANDED HOUSING DEVELOPMENT in JANSEN ROAD,12A JANSEN ROAD JANSEN SPRING SINGAPORE 548461,14377.788795240456,16246.450975993937,private,103.87721793168723,1.3590971073602665
TREASURE GARDENS,22 TEOW HOCK AVENUE TREASURE GARDENS SINGAPORE 545708,12291.666666666668,12016.258301309894,private,103.88003689711037,1.3615321903257502
LANDED HOUSING DEVELOPMENT in JOO CHIAT AVENUE,102 JOO CHIAT AVENUE SINGAPORE 428205,18032.786885245903,19068.031312325194,private,103.91331492061029,1.3160043412159297
CHARLTON PARK,45 JALAN TENON CHARLTON PARK SINGAPORE 537257,18361.44578313253,17502.776269061786,private,103.88572520094607,1.3558734044351706
SERANGOON GARDEN VIEW,3D JALAN HWI YOH SERANGOON GARDEN VIEW SINGAPORE 557436,10123.152709359605,11036.239974265789,private,103.8731592082421,1.3634474743075324
HOMES AT EASTWOOD PLACE,24 EASTWOOD PLACE HOMES AT EASTWOOD PLACE SINGAPORE 486546,12641.72335600907,12389.406231512472,private,103.95618284649797,1.3225018581896026
SUNNY PARC,128 LORONG K TELOK KURAU SUNNY PARC SINGAPORE 425767,13607.486263736264,13607.486263736264,private,103.9147562181599,1.3133700520817049
KOVAN PRIMERA,89 KOVAN ROAD KOVAN PRIMERA SINGAPORE 548177,14090.90909090909,13711.171597772884,private,103.87811205295289,1.3549960971748047
ALWYN PARK,8 PARK VILLAS RISE PARK VILLAS SINGAPORE 545400,18284.574468085106,18931.892940260404,private,103.87456862123354,1.358782653222895
KEW RESIDENCIA,347 KEW CRESCENT KEW RESIDENCIA SINGAPORE 465962,8119.65811965812,7926.61393226453,private,103.94827189064357,1.3185952720815535
SENGKANG GRAND RESIDENCES,72 COMPASSVALE BOW SENGKANG GRAND RESIDENCES SINGAPORE 544693,18681.690140845072,18987.444955840176,private,103.89248963644881,1.3821273220199677
PALM RESIDENCE,7 JALAN RAJAWALI PALM RESIDENCE SINGAPORE 598429,8148.148148148148,8148.148148148148,private,103.76918938300865,1.343269864589569
THE DAFFODIL,568 UPPER EAST COAST ROAD THE DAFFODIL SINGAPORE 466584,13739.130434782608,13856.2007633166,private,103.9456755658954,1.3160216997374434
THE AMBIENCE,221H PONGGOL SEVENTEENTH AVENUE THE AMBIENCE SINGAPORE 829754,6451.612903225807,6842.138070749571,private,103.90362639114821,1.416050020828276
KINGS APARTMENTS,4B LORONG K TELOK KURAU KINGS APARTMENTS SINGAPORE 425606,11915.88785046729,12503.728934754157,private,103.90772119683064,1.3119110402851202
RIVIERA RESIDENCES,15 RIVIERA DRIVE RIVIERA RESIDENCES SINGAPORE 467205,16267.123287671233,16624.950844460982,private,103.94218749633218,1.316206233114233
SUNSHINE LODGE,510 UPPER SERANGOON ROAD SUNSHINE LODGE SINGAPORE 534530,11036.635006784261,10898.569927587912,private,103.87139858289814,1.3453158849878073
JIN DING GARDEN,25 BEDOK WALK JIN DING GARDEN SINGAPORE 469126,11701.119596947534,12366.192062787155,private,103.94708802330787,1.3301768016980746
DUNMAN VIEW,102 HAIG ROAD DUNMAN VIEW SINGAPORE 438798,13058.381984987489,13727.053267630665,private,103.89707388644123,1.309953699807114
THE SUMMIT,461 UPPER EAST COAST ROAD THE SUMMIT SINGAPORE 466506,15000.0,15052.016199277707,private,103.94078178768851,1.3167080372675124
COSTA ESTE,42 LORONG K TELOK KURAU COSTA ESTE SINGAPORE 425653,13337.298943561436,13228.661413438478,private,103.90955975684501,1.3122827467182598
THE HILLFORD,176 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596184,13513.513513513513,13678.635901197767,private,103.76945471422094,1.3442932364078948
LANDED HOUSING DEVELOPMENT in LORONG 101 CHANGI,69 LORONG 101 CHANGI SINGAPORE 426667,19047.619047619046,23864.814095090038,private,103.90012684564128,1.314557196050245
LANGE 28,28A LANGE ROAD LANGE 28 SINGAPORE 548000,9466.628011854144,9466.628011854144,private,103.877091155861,1.3590108438701705
KAP RESIDENCES,11 KING ALBERT PARK KAP SINGAPORE 598292,19492.66975308642,19226.340791610823,private,103.77931381000143,1.3368421757171758
RIDGEVALE GARDENS,40 UPPER BUKIT TIMAH VIEW RIDGEVALE GARDENS SINGAPORE 588157,17522.61629327591,17458.7021443242,private,103.77045028955959,1.347019387952915
VERTIS,20 AMBER GARDENS VERTIS SINGAPORE 439979,17741.935483870966,17346.55373499459,private,103.90010137149545,1.3013077597961584
LANDED HOUSING DEVELOPMENT in TOH TUCK CRESCENT,25 TOH TUCK CRESCENT TOH TUCK GARDEN SINGAPORE 596939,10105.56235692307,10105.56235692307,private,103.76521850310786,1.3377098981624782
D'SUNRISE,8 JOO CHIAT LANE D'SUNRISE SINGAPORE 428094,15612.90322580645,15697.699741391043,private,103.90105908515024,1.312006622725597
LANDED HOUSING DEVELOPMENT in BRIGHT HILL CRESCENT,7F BRIGHT HILL CRESCENT SINGAPORE 579697,20952.380952380954,19143.19646664729,private,103.83301978910694,1.3556164138850118
THE RAINTREE,81 BUKIT DRIVE THE RAINTREE SINGAPORE 587850,12935.352740624181,13065.364703846515,private,103.77454073794398,1.3482758033093507
LANDED HOUSING DEVELOPMENT in PLANTATION AVENUE,6 PLANTATION AVENUE SINGAPORE 556386,22167.487684729065,22167.487684729065,private,103.8730221668802,1.359316199421683
LANDED HOUSING DEVELOPMENT in ENG KONG PLACE,63 ENG KONG PLACE ENG KONG PARK SINGAPORE 599135,14957.58194473038,14122.425118748806,private,103.76669391900161,1.3344189982596473
TRESALVEO,9 MARYMOUNT TERRACE TRESALVEO SINGAPORE 573964,18109.090909090908,17970.3178730897,private,103.84082249722938,1.3510425976381049
SEAVIEW PARK,137 JALAN SEAVIEW SEA VIEW PARK SINGAPORE 438429,21815.62271651268,22232.248541411707,private,103.89568669816694,1.2991424800768372
ASTON RESIDENCE,209 JALAN LOYANG BESAR ASTON RESIDENCE SINGAPORE 509489,6038.15121231979,5966.890721021226,private,103.96452730300915,1.3802772420908809
THE RED HOUSE,63 EAST COAST ROAD THE RED HOUSE SINGAPORE 428776,16325.081907535492,16290.836318739075,private,103.9034656121202,1.3052059484548961
THE EDGEWATER,211 JALAN LOYANG BESAR THE EDGEWATER SINGAPORE 509504,9826.08695652174,10191.024232214339,private,103.96467459631111,1.3802908091041992
SUNSHINE GRANDEUR,63 LORONG K TELOK KURAU SUNSHINE GRANDEUR SINGAPORE 425673,14193.548387096775,13927.493731140295,private,103.9100540144418,1.3130490501379637
CLEMENTI GREEN,60 CLEMENTI CRESCENT CLEMENTI GREEN SINGAPORE 599573,12432.188065099459,13936.326746502584,private,103.77265002794925,1.323032913862977
LANDED HOUSING DEVELOPMENT in JALAN NIPAH,JALAN NIPAH,14263.565891472868,14032.877175102321,private,103.95261300766353,1.3256141564802326
NATURALIS,2 LORONG M TELOK KURAU NATURALIS SINGAPORE 425279,14745.762711864407,14490.161755715128,private,103.90849642429336,1.3097143027575038
LANDED HOUSING DEVELOPMENT in MERAGI CLOSE,24 MERAGI CLOSE SINGAPORE 487984,13220.645940235436,13220.645940235436,private,103.9596626034226,1.3438708443721588
EASTWIND MANSIONS,102 JOO CHIAT TERRACE EASTWIND MANSIONS SINGAPORE 427256,15702.479338842975,15229.26284840477,private,103.90237201413348,1.3142729964426276
FIORENZA,42 FLORENCE ROAD FIORENZA SINGAPORE 549576,13458.041958041958,13451.172682987812,private,103.88597925453902,1.3636225692526314
TANAH MERAH PARK,120 TANAH MERAH BESAR LANE TANAH MERAH PARK SINGAPORE 498907,11856.617647058823,12515.25231304643,private,103.97593942154414,1.3594181614729601
TANGERINE GROVE,1 PAYA LEBAR CRESCENT TANGERINE GROVE SINGAPORE 536019,14126.849894291754,14238.552666010222,private,103.88074548484737,1.3498135375923879
LANDED HOUSING DEVELOPMENT in PONGGOL TWENTY-FOURTH AVENUE,13 PONGGOL TWENTY-FOURTH AVENUE PONGGOL PARK SINGAPORE 829504,10778.184953653805,10778.184953653805,private,103.9090384780918,1.4185552489758857
EAST BAY GARDENS,91 LORONG G TELOK KURAU EAST BAY GARDENS SINGAPORE 426282,9576.923076923076,9519.269454082103,private,103.9125808926787,1.3180337233581376
LANDED HOUSING DEVELOPMENT in FLOWER ROAD,24A FLOWER ROAD SINGAPORE 549420,19795.127773886736,19795.127773886736,private,103.87966472177246,1.360437897418468
SANDY EIGHT,8 SANDY LANE SANDY EIGHT SINGAPORE 437324,20009.476427386875,19791.127946891684,private,103.89322363322708,1.3120516248450098
CASERO @ DUNMAN,489 DUNMAN ROAD CASERO @ DUNMAN SINGAPORE 439192,13753.086419753086,13661.232829073204,private,103.89381369348457,1.3097137954162195
TROPICS @ HAIGSVILLE,3 HAIGSVILLE DRIVE TROPICS @ HAIGSVILLE SINGAPORE 438702,12893.457117595048,12893.457117595048,private,103.89797300091207,1.3101764453053109
SUNSET LODGE,21A SUNSET CLOSE SUNSET LODGE SINGAPORE 597535,9717.868338557993,9895.722194724009,private,103.76564100496218,1.3240716960560683
LANDED HOUSING DEVELOPMENT in CHIN TERRACE,15 CHIN TERRACE TOH ESTATE SINGAPORE 509885,10927.480916030534,10927.480916030534,private,103.97380053166843,1.3644294293260406
THE JARDINE RESIDENCES,TANJONG TREE RESIDENCES @ HOUGANG,31834.31952662722,30968.718401128448,private,103.86815059698894,1.358981913733052
ISLAND COUNTRY VILLAS,70 OLD UPPER THOMSON ROAD ISLAND COUNTRY VILLAS SINGAPORE 574050,9660.837740537787,9831.777800670463,private,103.8266114466257,1.375798388601214
SYCAMORE TREE,2 FOWLIE ROAD SYCAMORE TREE SINGAPORE 428505,19560.975609756097,19092.91111464557,private,103.90347964129097,1.307561081048058
LANDED HOUSING DEVELOPMENT in NALLUR ROAD,42 NALLUR ROAD CASA NALLUR SINGAPORE 456659,20026.263952724883,19102.067606506538,private,103.93178191922145,1.3114310212755818
LIVIA,69 PASIR RIS GROVE LIVIA SINGAPORE 518219,11016.949152542373,11156.846363016904,private,103.94272600598701,1.3725814869809199
PASIR RIS BEACH PARK,6 PASIR RIS LANE PASIR RIS BEACH PARK SINGAPORE 519175,10224.215246636772,10725.223666354179,private,103.947417408592,1.3808838579460918
PARK RESIDENCES KOVAN,831 UPPER SERANGOON ROAD PARK RESIDENCES KOVAN SINGAPORE 534679,19393.939393939392,18829.186957503498,private,103.88193203928475,1.3579337277444505
SIN MING CENTRE,8 SIN MING ROAD SIN MING CENTRE SINGAPORE 575628,34193.99860432659,34193.99860432659,private,103.83611948797083,1.3537252287006012
HOW SUN GARDEN,36 HOW SUN DRIVE LUSHAN GARDEN SINGAPORE 538599,20032.45950411926,20032.45950411926,private,103.88090913743228,1.344340845928374
VILLAS LA VUE,17B SIGLAP VIEW VILLAS LA VUE SINGAPORE 455800,7494.866529774127,7605.965692735404,private,103.91770654861241,1.3195754073608206
LANDED HOUSING DEVELOPMENT in ROSE LANE,ROSE LANE,19923.233818000233,19923.233818000233,private,103.8933525601014,1.310201515701121
SUNSHINE REGENCY,9 RAMBAI ROAD SUNSHINE REGENCY SINGAPORE 424352,14676.258992805755,14706.984160115018,private,103.90533801675987,1.3114163108307304
BALCON EAST,482 UPPER EAST COAST ROAD BALCON EAST SINGAPORE 466519,13636.363636363636,13693.271454341962,private,103.94230235442734,1.3147432676407513
PALM ISLES,38 FLORA DRIVE PALM ISLES SINGAPORE 506895,11263.297872340427,11386.216725568776,private,103.96394108385833,1.356043017648034
VERDOR RESIDENCES,142 JOO CHIAT TERRACE VERDOR RESIDENCE SINGAPORE 427286,19120.820728291317,19120.820728291317,private,103.90360490924807,1.314634957761395
SEA PAVILION RESIDENCES,494 UPPER EAST COAST ROAD SEA PAVILION RESIDENCES SINGAPORE 466522,23292.682926829268,23292.682926829268,private,103.94314173036553,1.315063845774629
TRANQUILIA @ KISMIS,8 KISMIS GREEN SUMMERLEA GREEN SINGAPORE 596240,8423.076923076924,8423.076923076924,private,103.76843816276907,1.3369711137535036
ARDOR RESIDENCE,181 HAIG ROAD ARDOR RESIDENCE SINGAPORE 438780,26178.865979381444,26072.475812846948,private,103.89927256204558,1.3063600830914917
LANDED HOUSING DEVELOPMENT in EASTWOOD GREEN,16 EASTWOOD GREEN EASTWOOD GREEN TERRACES SINGAPORE 486527,11011.70451024283,11338.959538824201,private,103.95617889332472,1.322619603174589
LANDED HOUSING DEVELOPMENT in JALAN LEPAS,JALAN LEPAS,16975.30864197531,16964.511156294437,private,103.88803443987253,1.3557134638645745
MONDO MANSION BUILDING,545A UPPER SERANGOON ROAD MONDO MANSION BUILDING SINGAPORE 534554,12313.725490196079,12313.725490196079,private,103.87140299898574,1.346632462666894
FLORENCE GROVE,21 FLORENCE CLOSE FLORENCE GROVE SINGAPORE 549607,21941.86461542944,22133.226882884443,private,103.88585872435075,1.3622971613425248
IMPERIAL HEIGHTS,16 IPOH LANE IMPERIAL HEIGHTS SINGAPORE 438620,15942.460317460318,16107.421629717084,private,103.89516964998997,1.3114553747521966
PARC ELEGANCE,11 TELOK KURAU ROAD PARC ELEGANCE SINGAPORE 423761,15382.190520018408,15087.537622445505,private,103.90890545837979,1.3178513234888118
CHUAN VISTA II,31 CHUAN DRIVE CHUAN VISTA SINGAPORE 554840,12935.258040388931,12935.258040388931,private,103.86792533342287,1.359621842346724
LANDED HOUSING DEVELOPMENT in JALAN ISNIN,54 JALAN ISNIN SINGAPORE 577987,16947.632183908045,16947.632183908045,private,103.83728095810869,1.3527220802092377
JOO CHIAT APARTMENT,485 JOO CHIAT ROAD JOO CHIAT APARTMENTS SINGAPORE 427687,13089.005235602095,13089.005235602095,private,103.90232596057007,1.3089072395349886
LIMAU VILLAS,31 LIMAU RISE LIMAU VILLAS SINGAPORE 465856,14030.76923076923,13546.969902099938,private,103.94982766244746,1.3237934531142945
LANDED HOUSING DEVELOPMENT in JALAN TUA KONG,44 JALAN TUA KONG SINGAPORE 457244,17782.426778242676,18245.24183534735,private,103.92581685604334,1.3161145214863077
LIRIA TERRACE,18 MARIAM WALK LIRIA TERRACE SINGAPORE 507169,15132.307692307691,15422.05164392065,private,103.96878691245851,1.3596965705776467
SUNGLADE,11 SERANGOON AVENUE 2 SUNGLADE SINGAPORE 556135,13255.434782608696,13911.632073446894,private,103.87098454662382,1.3489758319129923
LANDED HOUSING DEVELOPMENT in CRANBORNE ROAD,8 CRANBORNE ROAD SINGAPORE 439386,7436.870664320524,7190.976997352576,private,103.88748300542865,1.3050852675622615
LANDED HOUSING DEVELOPMENT in JALAN REMIS,11 JALAN UBI MINDS - EUNOS TRAINING & DEVELOPMENT CENTRE SINGAPORE 409074,12115.25867714473,12115.25867714473,private,103.93671026457376,1.3155919435210897
PARC CENTROS,82 PUNGGOL CENTRAL PARC CENTROS SINGAPORE 828763,14159.09090909091,14216.586856708478,private,103.90417669997593,1.4037393895204355
RIVERSOUND RESIDENCE,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,12020.20202020202,12231.612624373025,private,103.9025753984062,1.3811848666489066
LANDED HOUSING DEVELOPMENT in ST. PATRICK'S ROAD,74 SAINT PATRICK'S ROAD SEVENTY ST. PATRICKS SINGAPORE 424178,24688.666097199122,24688.666097199122,private,103.91341358417752,1.3080899551358276
THE CASCADIA,945 BUKIT TIMAH ROAD THE CASCADIA SINGAPORE 589660,19399.907961343764,19239.564666764334,private,103.78754343259988,1.3339376166609906
LANDED HOUSING DEVELOPMENT in JALAN TELITI,27B JALAN TELITI TELITI GARDENS SINGAPORE 537328,15131.87754880841,17319.740002965846,private,103.89171416891138,1.3606588480556854
BREEZY MANSIONS,15 SANDILANDS ROAD BREEZY MANSIONS SINGAPORE 546079,9850.448979591836,9850.448979591836,private,103.87801469225283,1.3622415033642272
LANDED HOUSING DEVELOPMENT in JALAN SEGAM,10 JALAN SEGAM SINGAPORE 488259,3861.2199216564077,6004.103249865059,private,103.96045975534625,1.3471187133680307
LANDED HOUSING DEVELOPMENT in TOH TUCK DRIVE,5 TOH TUCK DRIVE SINGAPORE 596876,14324.08236347359,14324.08236347359,private,103.77052343423313,1.3405785447355383
LANDED HOUSING DEVELOPMENT in JALAN CHORAK,JALAN CHORAK,17222.054269957312,16582.149858392124,private,103.88191870688884,1.360599122634426
SHIRO,38 LORONG H TELOK KURAU SHIRO SINGAPORE 426025,14217.391304347826,14376.341910677313,private,103.90798643942207,1.3154131354493164
HOMEY GARDENS,4 LORONG M TELOK KURAU HOMEY GARDENS SINGAPORE 425283,13892.742283950618,13892.742283950618,private,103.90879776103255,1.3096561875384314
KOON SENG HOUSE,110 KOON SENG ROAD SIM POH SENG TEMPLE SINGAPORE 427045,24741.010273972603,25004.34749045587,private,103.90453796437762,1.3122485128979149
FLORENCE TERRACE,71A FLORENCE ROAD FLORENCE TERRACE SINGAPORE 549563,14373.865698729582,14373.865698729582,private,103.88551127786597,1.36673464641677
KOVAN REGENCY,14 KOVAN RISE KOVAN REGENCY SINGAPORE 544715,16363.636363636364,16632.450476087943,private,103.88543677557668,1.3635725605781712
TREASURE AT TAMPINES,9 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528481,15269.84126984127,15666.070348855357,private,103.94795095439748,1.3450856145544043
STRAITS RESIDENCES,156 JOO CHIAT PLACE STRAITS RESIDENCES SINGAPORE 427884,16412.5,16108.410823844904,private,103.90451701323143,1.3135557864121228
16 @ AMBER,16 AMBER ROAD 16 @ AMBER SINGAPORE 439866,18956.876456876456,19115.885906208485,private,103.89882923197713,1.2996522693991828
LANDED HOUSING DEVELOPMENT in SENNETT DRIVE,SENNETT DRIVE,11794.181034482759,13237.124802464316,private,103.93936046850705,1.3186035382592978
JEWEL @ BUANGKOK,81 COMPASSVALE BOW JEWEL @ BUANGKOK SINGAPORE 544823,15401.869158878504,15734.983836506843,private,103.8920047166727,1.3812844784416352
VERSAILLES,133 HEMMANT ROAD VERSAILLES SINGAPORE 438686,15489.632107023412,15019.459482581158,private,103.89052388834037,1.3116774246795515
TERRASSE,35 TERRASSE LANE TERRASSE SINGAPORE 544781,13218.3908045977,13249.992584294785,private,103.87706607453097,1.368448340691386
EASTWOOD GREEN,10 EASTWOOD ROAD EASTWOOD GREEN SINGAPORE 486364,10840.018196982333,11173.18077426932,private,103.95474149981423,1.3223592670805817
CLOVER BY THE PARK,6 BISHAN STREET 25 CLOVER BY THE PARK SINGAPORE 573975,15537.084398976982,16248.454164029008,private,103.84630693327635,1.3599551414437532
LANDED HOUSING DEVELOPMENT in UPPER CHANGI ROAD EAST,704 UPPER CHANGI ROAD EAST CHANGI COURT SINGAPORE 486834,6482.608465816567,6482.608465816567,private,103.96204223520631,1.3445884033616349
THE SPRINGBLOOM,145 SERANGOON AVENUE 3 THE SPRINGBLOOM SINGAPORE 556122,13262.226790450928,13611.865273554908,private,103.86255478707136,1.3507167401781064
BAYWIND RESIDENCES,95 LORONG N TELOK KURAU BAYWIND RESIDENCES SINGAPORE 425248,22595.959595959597,22511.120955745457,private,103.915734735144,1.3109525663641215
ROSE MAISON,10 HAIG AVENUE ROSE MAISON SINGAPORE 438865,12384.478672985782,12384.478672985782,private,103.89971543180499,1.3076192692792659
LANDED HOUSING DEVELOPMENT in LORONG PISANG BATU,48 LORONG PISANG BATU HOOVER PARK SINGAPORE 597943,16176.869520429249,16176.869520429249,private,103.77350695718432,1.3442430038655642
LANDED HOUSING DEVELOPMENT in SEA AVENUE,SEA AVENUE,19218.091222690688,19648.351841766915,private,103.9064927131748,1.305907761274459
LANDED HOUSING DEVELOPMENT in LORONG H TELOK KURAU,LORONG H TELOK KURAU,16956.33743111488,19658.400623305348,private,103.91096542125736,1.316569088869357
LANDED HOUSING DEVELOPMENT in LORONG L TELOK KURAU,58A LORONG L TELOK KURAU TELOK KURAU RIA SINGAPORE 425503,18233.333996885987,18920.281904275118,private,103.9134604289651,1.3126888572139117
THE SERENNIA,18 PULASAN ROAD THE SERENNIA SINGAPORE 424385,14105.263157894737,13762.400710807116,private,103.90623340315086,1.3114083100682183
LUCKY COURT,71 LUCKY HEIGHTS LUCKY COURT SINGAPORE 467623,11920.0,11920.0,private,103.94130320291951,1.3182791752158116
AQUARIUS BY THE PARK,21 BEDOK RESERVOIR VIEW AQUARIUS BY THE PARK SINGAPORE 478936,11206.140350877195,11388.406373165535,private,103.93570827628642,1.3374052310770603
THE CREEK @ BUKIT,19A TOH TUCK ROAD THE CREEK @ BUKIT SINGAPORE 596684,19013.698630136987,18650.437067759518,private,103.76937871336561,1.338641360636978
LE LOYANG,43 JALAN LOYANG BESAR LE LOYANG SINGAPORE 509371,10201.612903225807,10242.537220843673,private,103.95629511326791,1.3783509761446322
BEDOK PESARI,75 JALAN GREJA BEDOK PESARI SINGAPORE 488938,14638.346727898968,15217.015746866888,private,103.95557287226438,1.3244177712690386
MODA,42 EAST COAST ROAD MODA SINGAPORE 428762,19059.82905982906,19993.539990458965,private,103.90304092286453,1.304143921445528
SYMPHONY HEIGHTS,43 HUME AVENUE SYMPHONY HEIGHTS SINGAPORE 598739,15219.106957424716,15221.869249472995,private,103.76701130616546,1.3567163573703604
SAVANNAH CONDOPARK,63 SIMEI RISE SAVANNAH CONDOPARK SINGAPORE 528795,9736.842105263158,9942.767783259827,private,103.96078350381738,1.3498379911226235
HORIZON GREEN,44 THOMSON WALK HORIZON GREEN SINGAPORE 574496,7598.0392156862745,7746.309418107237,private,103.83256378833913,1.376280456607592
LANDED HOUSING DEVELOPMENT in AROOZOO LANE,3A AROOZOO LANE SINGAPORE 539808,14401.61034524826,14401.61034524826,private,103.88313170386257,1.3540343357953193
JADE RESIDENCES,9 LEW LIAN VALE JADE RESIDENCES SINGAPORE 537020,17818.18181818182,16701.06170207108,private,103.87775621233945,1.3490066778125969
SEVEN CRESCENT,7 CRESCENT ROAD SEVEN CRESCENT SINGAPORE 439294,9379.292631967772,9691.566283101069,private,103.8940089927524,1.3001359648746917
VIBES @ KOVAN,93 KOVAN ROAD VIBES @ KOVAN SINGAPORE 548178,14706.700532172232,14666.0766943667,private,103.87760317582662,1.3548251147526418
LANDED HOUSING DEVELOPMENT in LORONG LEW LIAN,350 LORONG LEW LIAN SINGAPORE 536488,17568.277665181682,17568.277665181682,private,103.87786741347158,1.349685522192396
TREESCAPE,103 LORONG N TELOK KURAU TREESCAPE SINGAPORE 425259,17032.0197044335,17112.35912687215,private,103.91655671066354,1.3111253957484816
ESPIRA SUITES,92 LORONG G TELOK KURAU ESPIRA SUITES SINGAPORE 426283,15742.378048780487,15985.543194441061,private,103.91258763822991,1.3173896892311145
WATER VILLAS,34D KOVAN ROAD WATER VILLAS SINGAPORE 544902,8011.049723756906,7783.222271810892,private,103.87933743364906,1.3572666766834716
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,13195.876288659794,13259.621993127148,private,103.92157149153103,1.3118240149885163
LANDED HOUSING DEVELOPMENT in LORONG BANDANG,7 LORONG BANDANG SINGAPORE 426335,24789.371354504212,24789.371354504212,private,103.90965258125398,1.3140849067128766
CASUARINA COVE,124 TANJONG RHU ROAD CASUARINA COVE SINGAPORE 436916,14511.627906976744,14543.65849819632,private,103.87414832700462,1.2974619167226888
SEASIDE RESIDENCES,18 SIGLAP LINK SEASIDE RESIDENCES SINGAPORE 448873,21990.86547226151,22253.28214153398,private,103.92667641262206,1.3074128973043317
FRAGRANT GARDENS,357A UPPER PAYA LEBAR ROAD FRAGRANT GARDENS SINGAPORE 534960,11265.822784810127,11981.55997588909,private,103.87952636771068,1.346744642686159
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,13643.780141843972,15237.53235273391,private,103.8680886450812,1.3587276483046962
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,12055.017532142261,12055.017532142261,private,103.88758819749064,1.3628457504351459
LANDED HOUSING DEVELOPMENT in GAMBIR WALK,13 GAMBIR WALK SINGAPORE 538974,14652.849405320703,14652.849405320703,private,103.87466122665897,1.3444643013796505
MY MANHATTAN,35 SIMEI STREET 3 MY MANHATTAN SINGAPORE 529904,14546.52605459057,14588.902974050576,private,103.95341462424443,1.341740410505735
CHUAN GREEN,CHUAN GREEN PLAYGROUND,14143.9205955335,13747.326438275912,private,103.86661299971962,1.3603536422842075
LANDED HOUSING DEVELOPMENT in BROADRICK CLOSE,1 BROADRICK CLOSE SINGAPORE 439518,21803.68865270397,21803.68865270397,private,103.8903889016276,1.3059031205834153
CHOON KIM HOUSE,17D MOONSTONE LANE SIM CHOON HUAT TEMPLE SINGAPORE 328459,15722.24517906336,14978.861700860529,private,103.87928095876154,1.354508682673167
LANDED HOUSING DEVELOPMENT in DUKU ROAD,75 DUKU ROAD DUKU APARTMENTS SINGAPORE 429237,18767.38305941846,19073.905410032563,private,103.90670241480773,1.3105783189859503
EURO-ASIA LODGE,96 JOO CHIAT TERRACE EURO-ASIA LODGE SINGAPORE 427253,11897.560975609756,13460.490926060977,private,103.90200952865392,1.3143177721576256
THE SANTORINI,21 TAMPINES STREET 86 THE SANTORINI SINGAPORE 528592,13349.547511312216,13550.462680918386,private,103.9281656881896,1.351666239568172
RIA TOWNHOUSES,123 BEDOK RIA CRESCENT RIA TOWNHOUSES SINGAPORE 489933,7713.355048859935,7713.355048859935,private,103.95500310668173,1.3254763500621747
SHERWOOD TOWER,3 JALAN ANAK BUKIT SHERWOOD TOWERS SINGAPORE 588998,10158.582552199574,9952.865347263105,private,103.77858543100298,1.3386316527877604
OLA,78 ANCHORVALE CRESCENT OLA SINGAPORE 544603,12360.46511627907,12414.387747108129,private,103.89277116704221,1.3971040106719221
SERAYA COURT,10 SERAYA LANE SERAYA COURT SINGAPORE 437277,10796.009631922945,10796.009631922945,private,103.8996016925634,1.3067082767295846
ZEPHYR PARK,32 SEA BREEZE ROAD ZEPHYR PARK SINGAPORE 487463,15407.857048968986,15407.857048968986,private,103.95181794056971,1.3378983786620096
ONE EIGHTIES RESIDENCES,188 JOO CHIAT TERRACE ONE EIGHTIES RESIDENCES SINGAPORE 427334,16226.08695652174,16851.079840362738,private,103.90531443310395,1.3149878219828501
WATERCREST,141A LOYANG BESAR CLOSE WATERCREST SINGAPORE 509036,10413.223140495867,10469.041859840087,private,103.95786819293676,1.3776386181760338
AMBER PARK,18A AMBER GARDENS AMBER PARK SINGAPORE 439981,26553.91304347826,26907.77102600001,private,103.89920938524934,1.3003778864674327
BEDOK PARK,58 LIMAU GARDEN BEDOK PARK SINGAPORE 467922,14967.589779055575,15087.997985277376,private,103.95040235494174,1.3229516899550398
MERIDIAN 38,38 LORONG M TELOK KURAU MERIDIAN 38 SINGAPORE 425317,15021.739130434784,15021.739130434784,private,103.91085727244646,1.3103075427579136
LANDED HOUSING DEVELOPMENT in JALAN TANJONG,JALAN TANJONG,13213.800415018046,14166.001144777774,private,103.9432667093487,1.3289550551732254
THE PROMENADE@PELIKAT,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,13519.37984496124,13566.154499212353,private,103.88785718327264,1.3553090418058158
LANDED HOUSING DEVELOPMENT in PARKSTONE ROAD,6 PARKSTONE ROAD SINGAPORE 437653,23384.225588430905,22441.889508952747,private,103.89496080191726,1.3068753422456074
SOLARIS RESIDENCES,23F PAYA LEBAR CRESCENT SOLARIS RESIDENCES SINGAPORE 534132,8707.865168539325,8088.014981273408,private,103.88187232710216,1.350308354860708
